marketing_score,competition_index,customer_satisfaction,purchasing_power_index,store_traffic,jPhone_Pro_revenue,Kaggle_Pixel_5_revenue,Planet_SX_revenue,date,year,month,day,day_of_week,week_of_year,is_weekend,weather_condition_Bad,weather_condition_Good,5g_phase_Early-5G,5g_phase_Mature-5G,5g_phase_Mid-5G,5g_phase_Pre-5G,public_transport_Good,public_transport_Hub,public_transport_Poor
84.27,26.7,71.75,85.07,-0.06,88837.98,47114.81,21640.01,2023-09-21,2023,9,21,3,38,0,False,True,False,True,False,False,True,False,False
84.25,27.09,71.75,85.06,-0.31,98011.07,46616.22,18671.5,2023-09-22,2023,9,22,4,38,0,False,False,False,True,False,False,True,False,False
84.23,27.47,71.75,85.04,0.54,111349.03,55356.19,28733.13,2023-09-23,2023,9,23,5,38,1,False,False,False,True,False,False,False,True,False
84.21,27.82,71.75,85.03,0.24,95569.22,55065.27,27361.4,2023-09-24,2023,9,24,6,38,1,False,True,False,True,False,False,False,False,True
84.2,28.17,71.76,85.02,0.2,95233.88,39715.02,16438.11,2023-09-25,2023,9,25,0,39,0,False,False,False,True,False,False,True,False,False
84.18,28.49,71.76,85.02,-0.26,80358.16,45459.54,18345.78,2023-09-26,2023,9,26,1,39,0,False,True,False,True,False,False,True,False,False
84.17,28.77,71.76,85.01,-0.43,79512.24,39188.44,20253.45,2023-09-27,2023,9,27,2,39,0,False,True,False,True,False,False,False,False,True
84.16,29.04,71.76,85.01,0.73,91247.72,38412.33,15775.45,2023-09-28,2023,9,28,3,39,0,False,False,False,True,False,False,False,False,True
84.16,29.27,71.76,85.0,0.19,93085.19,43041.82,22759.48,2023-09-29,2023,9,29,4,39,0,False,True,False,True,False,False,False,True,False
84.16,29.48,71.77,85.0,0.39,89473.16,45812.71,23106.145,2023-09-30,2023,9,30,5,39,1,False,True,False,True,False,False,False,True,False
84.16,29.65,71.77,85.0,-0.2,88952.41,40721.84,23452.81,2023-10-01,2023,10,1,6,39,1,False,False,False,True,False,False,False,True,False
84.16,29.8,71.77,85.0,-0.37,87692.83,40591.88,18734.49,2023-10-02,2023,10,2,0,40,0,False,True,False,True,False,False,False,True,False
84.16,29.91,71.77,85.0,0.31,72613.12,41429.18,15004.1,2023-10-03,2023,10,3,1,40,0,False,True,False,True,False,False,False,True,False
84.17,29.99,71.78,85.01,0.1,83586.32,45263.5,18742.25,2023-10-04,2023,10,4,2,40,0,False,True,False,True,False,False,False,True,False
84.18,30.04,71.78,85.01,-0.05,99151.72,47159.91,20923.84,2023-10-05,2023,10,5,3,40,0,False,True,False,True,False,False,False,True,False
84.19,30.06,71.78,85.02,0.31,92695.94,41621.13,21024.79,2023-10-06,2023,10,6,4,40,0,False,False,False,True,False,False,False,False,False
84.2,30.04,71.78,85.03,0.14,118946.09,45215.14,24508.4,2023-10-07,2023,10,7,5,40,1,False,False,False,True,False,False,False,False,False
84.22,29.99,71.78,85.04,0.62,98122.29,42539.85,24515.49,2023-10-08,2023,10,8,6,40,1,False,False,False,True,False,False,True,False,False
84.24,29.91,71.79,85.05,0.78,78899.41,40044.41,19206.89,2023-10-09,2023,10,9,0,41,0,False,False,False,True,False,False,False,False,True
84.26,29.8,71.79,85.06,-0.23,83255.05,41789.13,17972.72,2023-10-10,2023,10,10,1,41,0,False,False,False,True,False,False,True,False,False
84.28,29.65,71.79,85.08,-0.19,92349.3,37692.82,19094.46,2023-10-11,2023,10,11,2,41,0,False,True,False,True,False,False,False,True,False
84.3,29.48,71.79,85.09,-0.18,89204.98,32293.49,22232.17,2023-10-12,2023,10,12,3,41,0,False,False,False,True,False,False,False,True,False
84.33,29.27,71.8,85.11,1.05,86133.89,41795.4,21973.7,2023-10-13,2023,10,13,4,41,0,False,False,False,True,False,False,False,True,False
84.36,29.04,71.8,85.13,-0.31,111121.45,40608.13,24640.64,2023-10-14,2023,10,14,5,41,1,False,True,False,True,False,False,False,True,False
84.39,28.77,71.8,85.15,-0.8,113670.06,52149.65,27247.45,2023-10-15,2023,10,15,6,41,1,False,True,False,True,False,False,True,False,False
84.43,28.49,71.8,85.17,0.62,72883.78,41617.08,19085.61,2023-10-16,2023,10,16,0,42,0,False,True,False,True,False,False,False,False,False
84.47,28.17,71.8,85.19,0.575,91832.93,40126.15,22728.42,2023-10-17,2023,10,17,1,42,0,False,True,False,True,False,False,False,True,False
84.51,27.83,71.81,85.22,0.53,90972.73,48031.56,25804.21,2023-10-18,2023,10,18,2,42,0,False,True,False,True,False,False,False,True,False
84.55,27.47,71.81,85.24,0.88,94833.95,40567.63,19650.08,2023-10-19,2023,10,19,3,42,0,False,False,False,True,False,False,True,False,False
84.59,27.09,71.81,85.27,0.5,104720.03,44154.8,24978.23,2023-10-20,2023,10,20,4,42,0,False,True,False,True,False,False,True,False,False
84.64,26.7,71.81,85.3,-1.16,112292.58,55961.31,24543.31,2023-10-21,2023,10,21,5,42,1,False,True,False,True,False,False,False,True,False
84.69,26.28,71.82,85.33,-0.03,122282.44,53215.39,27046.43,2023-10-22,2023,10,22,6,42,1,False,True,False,True,False,False,False,False,True
84.74,25.85,71.82,85.36,0.41,72735.35,44319.07,21286.87,2023-10-23,2023,10,23,0,43,0,False,True,False,True,False,False,False,False,True
84.79,25.41,71.82,85.4,0.16,96957.01,40232.32,23613.65,2023-10-24,2023,10,24,1,43,0,False,True,False,True,False,False,False,True,False
84.84,24.96,71.82,85.43,0.2,103573.1,41900.87,21608.65,2023-10-25,2023,10,25,2,43,0,False,False,False,True,False,False,True,False,False
84.9,24.5,71.82,85.46,0.49,109830.89,40094.05,18077.64,2023-10-26,2023,10,26,3,43,0,False,False,False,True,False,False,True,False,False
84.96,24.04,71.83,85.5,-0.19,90078.27,39702.83,20130.54,2023-10-27,2023,10,27,4,43,0,False,False,False,True,False,False,True,False,False
85.02,23.57,71.83,85.54,-0.01,92288.69,49089.315,23773.75,2023-10-28,2023,10,28,5,43,1,False,True,False,True,False,False,False,False,False
85.09,23.1,71.83,85.58,-0.64,110685.99,58475.8,23613.48,2023-10-29,2023,10,29,6,43,1,False,True,False,True,False,False,False,False,True
85.15,22.63,71.83,85.62,1.19,80554.54,42958.02,22795.72,2023-10-30,2023,10,30,0,44,0,False,True,False,True,False,False,False,True,False
85.22,22.17,71.83,85.66,-0.86,87828.54,45473.28,20214.21,2023-10-31,2023,10,31,1,44,0,False,True,False,True,False,False,False,True,False
85.29,21.71,71.84,85.71,1.31,88323.36,43703.69,24415.45,2023-11-01,2023,11,1,2,44,0,False,True,False,True,False,False,False,True,False
85.36,21.25,71.84,85.75,0.91,97361.685,54234.37,24078.06,2023-11-02,2023,11,2,3,44,0,False,True,False,True,False,False,False,True,False
85.44,20.81,71.84,85.8,-0.01,106400.01,46457.16,24817.04,2023-11-03,2023,11,3,4,44,0,False,True,False,True,False,False,False,True,False
85.51,20.38,71.84,85.84,0.73,121808.04,50010.41,19530.72,2023-11-04,2023,11,4,5,44,1,False,True,False,True,False,False,False,False,False
85.59,19.97,71.85,85.89,0.31,118933.88,56662.26,26375.75,2023-11-05,2023,11,5,6,44,1,False,True,False,True,False,False,True,False,False
85.67,19.57,71.85,85.94,0.08,99175.8,47301.46,17707.7,2023-11-06,2023,11,6,0,45,0,False,True,False,True,False,False,True,False,False
85.76,19.19,71.85,85.99,0.2,101673.12,26950.27,22850.06,2023-11-07,2023,11,7,1,45,0,False,True,False,True,False,False,False,False,False
85.845,18.83,71.85,86.05,0.66,81857.9,57563.77,24289.99,2023-11-08,2023,11,8,2,45,0,False,False,False,True,False,False,False,True,False
85.93,18.5,71.85,86.1,1.11,102752.44,44615.7,26703.480000000003,2023-11-09,2023,11,9,3,45,0,False,False,False,True,False,False,True,False,False
86.02,18.18,71.86,86.15,1.03,96248.41,43585.91,29116.97,2023-11-10,2023,11,10,4,45,0,False,True,False,True,False,False,False,False,False
86.11,17.89,71.86,86.21,0.62,114043.6,55733.54,31240.55,2023-11-11,2023,11,11,5,45,1,False,False,False,True,False,False,True,False,False
86.2,17.63,71.86,86.27,0.17,112971.77,53821.43,22083.12,2023-11-12,2023,11,12,6,45,1,False,False,False,True,False,False,False,True,False
86.29,17.39,71.86,86.32,-0.19,96489.35,42998.37,22095.85,2023-11-13,2023,11,13,0,46,0,False,True,False,True,False,False,False,True,False
86.39,17.19,71.86500000000001,86.38,0.39,90582.78,48139.04,24836.66,2023-11-14,2023,11,14,1,46,0,False,True,False,True,False,False,False,False,False
86.485,17.01,71.87,86.44,0.54,96365.51,44344.43,23028.39,2023-11-15,2023,11,15,2,46,0,False,False,False,True,False,False,True,False,False
86.58,16.87,71.87,86.5,1.49,86783.72,47546.16,26080.18,2023-11-16,2023,11,16,3,46,0,False,False,False,True,False,False,False,True,False
86.69,16.75,71.87,86.56,0.23,85814.4,49396.1,25956.35,2023-11-17,2023,11,17,4,46,0,False,False,False,True,False,False,False,False,True
86.79,16.67,71.87,86.63,-0.61,118978.4,48588.8,29341.71,2023-11-18,2023,11,18,5,46,1,False,True,False,True,False,False,False,True,False
86.89,16.62,71.88,86.69,-0.16,92477.23,42989.29,26673.235,2023-11-19,2023,11,19,6,46,1,False,False,False,True,False,False,True,False,False
87.0,16.61,71.88,86.76,-0.28,101348.13,39660.56,24004.76,2023-11-20,2023,11,20,0,47,0,False,True,False,True,False,False,False,False,False
87.11,16.62,71.88,86.82,0.66,96780.93,46342.82,20344.23,2023-11-21,2023,11,21,1,47,0,False,True,False,True,False,False,False,False,True
87.22,16.67,71.88,86.89,-0.2,97422.16,46701.02,21785.85,2023-11-22,2023,11,22,2,47,0,False,False,False,True,False,False,False,False,True
87.33,16.75,71.89,86.96,-0.45,100773.12,42029.28,23227.47,2023-11-23,2023,11,23,3,47,0,False,False,False,True,False,False,False,False,False
87.44,16.87,71.89,87.03,0.62,123260.38,44133.88,24127.09,2023-11-24,2023,11,24,4,47,0,False,True,False,True,False,False,False,True,False
87.55,17.01,71.89,87.1,0.32,136813.61,46222.91499999999,28585.49,2023-11-25,2023,11,25,5,47,1,False,True,False,True,False,False,False,True,False
87.67,17.19,71.89,87.17,0.08,131181.27,48311.95,30881.99,2023-11-26,2023,11,26,6,47,1,False,False,False,True,False,False,False,True,False
87.79,17.39,71.89,87.24,-0.18,96910.7,50400.985,19416.95,2023-11-27,2023,11,27,0,48,0,False,False,False,True,False,False,False,False,True
87.91,17.63,71.9,87.31,-0.21,91632.12,52490.02,25682.2,2023-11-28,2023,11,28,1,48,0,False,False,False,True,False,False,False,False,True
88.02,17.89,71.9,87.38,0.52,100384.01,54579.05499999999,20923.53,2023-11-29,2023,11,29,2,48,0,False,False,False,True,False,False,False,False,False
88.15,18.18,71.9,87.46,0.79,116054.92,56668.09,24791.34,2023-11-30,2023,11,30,3,48,0,False,False,False,True,False,False,False,True,False
88.27,18.5,71.9,87.53,-0.31,105071.16,49543.83,27326.0,2023-12-01,2023,12,1,4,48,0,False,False,False,True,False,False,False,False,True
88.39,18.83,71.91,87.61,0.98,115240.22,59094.21,26085.1,2023-12-02,2023,12,2,5,48,1,False,False,False,True,False,False,False,True,False
88.52,19.19,71.91,87.68,0.86,125409.28,54491.235,24844.2,2023-12-03,2023,12,3,6,48,1,False,False,False,True,False,False,False,False,False
88.64,19.57,71.91,87.76,1.27,85292.3,49888.26,23369.76,2023-12-04,2023,12,4,0,49,0,False,False,False,True,False,False,False,False,True
88.77,19.97,71.91,87.84,0.28,109049.2,48398.67,26257.69,2023-12-05,2023,12,5,1,49,0,True,False,False,True,False,False,False,False,False
88.9,20.38,71.91,87.91,-1.22,122777.67,49321.55,20570.09,2023-12-06,2023,12,6,2,49,0,False,False,False,True,False,False,False,False,False
89.03,20.81,71.92,87.99,-0.16,107678.14,45984.88,21141.307142857146,2023-12-07,2023,12,7,3,49,0,False,False,False,True,False,False,False,True,False
89.16,21.25,71.92,88.07,0.5,132250.62,57056.06,21712.524285714288,2023-12-08,2023,12,8,4,49,0,False,False,False,True,False,False,False,False,False
89.29,21.71,71.92,88.15,-0.76,134513.1,57249.32,22283.74142857143,2023-12-09,2023,12,9,5,49,1,True,False,False,True,False,False,False,False,True
89.42,22.17,71.92,88.23,0.93,85200.75,52140.74,22854.95857142857,2023-12-10,2023,12,10,6,49,1,True,False,False,True,False,False,False,True,False
89.56,22.635,71.92,88.31,-0.4,95200.48,45134.36,23426.175714285717,2023-12-11,2023,12,11,0,50,0,True,False,False,True,False,False,True,False,False
89.69,23.1,71.93,88.39,-0.06,115100.6,41422.09,23997.39285714286,2023-12-12,2023,12,12,1,50,0,False,False,False,True,False,False,True,False,False
89.83,23.57,71.93,88.48,0.65,96657.34,53055.13,24568.61,2023-12-13,2023,12,13,2,50,0,False,False,False,True,False,False,False,False,False
89.96,24.04,71.93,88.56,-0.81,119343.81,48570.38,27450.16,2023-12-14,2023,12,14,3,50,0,False,False,False,True,False,False,False,False,False
90.1,24.5,71.93,88.64,0.67,118023.29,54286.85,30450.96,2023-12-15,2023,12,15,4,50,0,False,False,False,True,False,False,False,True,False
90.24,24.96,71.94,88.72,0.51,120700.29,51636.19,49715.87,2023-12-16,2023,12,16,5,50,1,True,False,False,True,False,False,False,False,True
90.38,25.405,71.94,88.81,0.13,104510.52,64751.53,56342.53,2023-12-17,2023,12,17,6,50,1,False,False,False,True,False,False,False,False,False
90.51,25.85,71.94,88.89,0.18,95843.65,55462.37,51692.975,2023-12-18,2023,12,18,0,51,0,True,False,False,True,False,False,False,False,False
90.65,26.28,71.94,88.97,-0.27,96440.7,47023.42,47043.42,2023-12-19,2023,12,19,1,51,0,False,False,False,True,False,False,False,False,False
90.79,26.7,71.94,89.06,-0.38,114489.45,50151.46,26342.61,2023-12-20,2023,12,20,2,51,0,True,False,False,True,False,False,True,False,False
90.94,27.09,71.95,89.14,0.3,104047.67,57158.55,29892.44,2023-12-21,2023,12,21,3,51,0,False,False,False,True,False,False,False,True,False
91.08,27.47,71.95,89.23,0.21,97071.93,41015.3,28712.34,2023-12-22,2023,12,22,4,51,0,True,False,False,True,False,False,False,False,False
91.22,27.83,71.95,89.31,-0.05,108014.61,59321.68,30323.38,2023-12-23,2023,12,23,5,51,1,False,False,False,True,False,False,False,True,False
91.36,28.17,71.95,89.4,0.08,114104.38,104000.0,30326.73,2023-12-24,2023,12,24,6,51,1,False,False,False,True,False,False,False,False,False
91.5,28.49,71.96,89.48,0.51,97317.48,80504.0,24194.02,2023-12-25,2023,12,25,0,52,0,False,False,False,True,False,False,False,True,False
91.65,28.77,71.96,89.57,-0.91,102813.98,79405.08,26464.82,2023-12-26,2023,12,26,1,52,0,False,False,False,True,False,False,False,True,False
91.79,29.04,71.96,89.66,0.88,109232.87,49530.02,28735.62,2023-12-27,2023,12,27,2,52,0,True,False,False,True,False,False,True,False,False
91.93,29.27,71.96,89.74,0.59,66351.77,62586.29,29981.91,2023-12-28,2023,12,28,3,52,0,False,False,False,True,False,False,False,False,False
92.08,29.48,71.96,89.82499999999999,1.0,67708.23,52514.66,25081.47,2023-12-29,2023,12,29,4,52,0,False,False,False,True,False,False,False,False,False
92.22,29.65,71.97,89.91,0.42,83212.29,60578.62,30610.03,2023-12-30,2023,12,30,5,52,1,False,False,False,True,False,False,False,False,False
92.37,29.8,71.97,90.0,0.29,84052.52,69384.85,30046.11,2023-12-31,2023,12,31,6,52,1,False,False,False,True,False,False,False,True,False
92.51,29.91,71.97,90.09,0.04,102975.96,55665.75,31048.57,2024-01-01,2024,1,1,0,1,0,False,False,False,True,False,False,True,False,False
92.655,29.99,71.97,90.17,-0.4,100839.48,56732.26,27353.03,2024-01-02,2024,1,2,1,1,0,False,False,False,True,False,False,True,False,False
92.8,30.025,71.98,90.26,-0.6,117335.59,51455.65,32158.37,2024-01-03,2024,1,3,2,1,0,False,False,False,True,False,False,False,True,False
92.95,30.06,71.98,90.34,0.29,118519.89,57354.04,26579.4,2024-01-04,2024,1,4,3,1,0,True,False,False,True,False,False,False,True,False
93.09,30.04,71.98,90.43,-0.57,111717.59,55329.76,28028.47,2024-01-05,2024,1,5,4,1,0,False,False,False,True,False,False,False,False,True
93.24,29.99,71.98,90.52,1.19,127863.76,63631.65,32209.62,2024-01-06,2024,1,6,5,1,1,True,False,False,True,False,False,True,False,False
93.38,29.91,71.98,90.6,-0.1,119028.9,58354.88,27871.46,2024-01-07,2024,1,7,6,1,1,False,False,False,True,False,False,True,False,False
93.52,29.8,71.99,90.69,0.32,85267.6,49484.59,25847.75,2024-01-08,2024,1,8,0,2,0,False,False,False,True,False,False,True,False,False
93.67,29.65,71.99,90.77,0.23,112927.23,50546.12,27183.31,2024-01-09,2024,1,9,1,2,0,False,False,False,True,False,False,False,True,False
93.81,29.48,71.99,90.86,1.59,128888.47,58971.32,23756.83,2024-01-10,2024,1,10,2,2,0,False,False,False,True,False,False,False,True,False
93.96,29.27,71.99,90.94,-0.52,113753.17,54037.77,26238.82,2024-01-11,2024,1,11,3,2,0,False,False,False,True,False,False,False,False,True
94.1,29.04,71.99,91.03,0.58,124276.35,70167.18,29306.55,2024-01-12,2024,1,12,4,2,0,True,False,False,True,False,False,False,True,False
94.24,28.77,72.0,91.11,0.37,134586.01,67317.85,38367.28,2024-01-13,2024,1,13,5,2,1,False,False,False,True,False,False,False,True,False
94.38,28.49,72.0,91.19,0.76,140101.36,55299.87,36137.31,2024-01-14,2024,1,14,6,2,1,False,False,False,True,False,False,False,True,False
94.53,28.17,72.0,91.28,0.66,122094.91,54836.0,29209.82,2024-01-15,2024,1,15,0,3,0,False,False,False,True,False,False,False,False,True
94.67,27.83,72.0,91.36,0.33,108002.62,46371.4,26953.23,2024-01-16,2024,1,16,1,3,0,False,False,False,True,False,False,False,False,False
94.81,27.47,72.01,91.44,0.4,126527.92,58939.01,27337.0,2024-01-17,2024,1,17,2,3,0,False,False,False,True,False,False,True,False,False
94.95,27.09,72.01,91.52,0.44,117111.01,57686.91,20985.88,2024-01-18,2024,1,18,3,3,0,False,False,False,True,False,False,True,False,False
95.09,26.7,72.01,91.61,0.35,125261.73,62597.18,27614.43,2024-01-19,2024,1,19,4,3,0,False,False,False,True,False,False,True,False,False
95.23,26.28,72.01,91.69,0.77,142677.11,60480.87,37335.03,2024-01-20,2024,1,20,5,3,1,False,False,False,True,False,False,False,True,False
95.37,25.85,72.01,91.77,0.76,160092.49,74694.4,36429.69,2024-01-21,2024,1,21,6,3,1,False,False,False,True,False,False,False,False,True
95.5,25.41,72.02,91.85,1.39,115645.51,49649.34,27145.1,2024-01-22,2024,1,22,0,4,0,True,False,False,True,False,False,True,False,False
95.64,24.96,72.02,91.93,0.49,126031.66,61709.75,31305.32,2024-01-23,2024,1,23,1,4,0,False,False,False,True,False,False,False,False,True
95.78,24.5,72.02,92.01,0.59,111808.91,58835.87,26797.3,2024-01-24,2024,1,24,2,4,0,False,False,False,True,False,False,False,True,False
95.91333333333334,24.04,72.02,92.09,-0.39,111945.62,61220.67,35569.56,2024-01-25,2024,1,25,3,4,0,False,False,False,True,False,False,False,True,False
96.04666666666668,23.57,72.03,92.16,0.63,119155.3,54493.79,32368.41,2024-01-26,2024,1,26,4,4,0,False,False,False,True,False,False,False,False,True
96.18,23.1,72.03,92.24,0.75,135876.05,63941.59,32766.01,2024-01-27,2024,1,27,5,4,1,False,False,False,True,False,False,True,False,False
96.31,22.63,72.03,92.32,-0.39,137474.55,71973.57,36326.04,2024-01-28,2024,1,28,6,4,1,False,False,False,True,False,False,False,True,False
96.44,22.17,72.03,92.39,-0.3,134894.185,59645.47,26316.99,2024-01-29,2024,1,29,0,5,0,False,False,False,True,False,False,False,False,True
96.57,21.71,72.03,92.47,0.43,132313.82,55632.14,28488.83,2024-01-30,2024,1,30,1,5,0,False,False,False,True,False,False,False,True,False
96.7,21.25,72.04,92.54,-0.55,135869.02,49526.07,32826.55,2024-01-31,2024,1,31,2,5,0,False,False,False,True,False,False,False,False,True
96.83,20.81,72.04,92.62,0.33,136292.69,53797.4,31840.24,2024-02-01,2024,2,1,3,5,0,True,False,False,True,False,False,False,False,True
96.96,20.38,72.04,92.69,1.03,145634.14,58053.41,27161.65,2024-02-02,2024,2,2,4,5,0,True,False,False,True,False,False,False,True,False
97.09,19.97,72.04,92.76,0.54,150009.07,77219.48,28867.606666666667,2024-02-03,2024,2,3,5,5,1,False,False,False,True,False,False,False,False,True
97.21,19.57,72.05,92.83,1.46,153542.48,73276.41,30573.56333333333,2024-02-04,2024,2,4,6,5,1,False,False,False,True,False,False,False,False,True
97.33,19.19,72.05,92.9,0.72,117127.71,62279.18,32279.52,2024-02-05,2024,2,5,0,6,0,False,False,False,True,False,False,False,False,True
97.46,18.83,72.05,92.97,0.47,113537.89,61611.16,29056.56,2024-02-06,2024,2,6,1,6,0,False,False,False,True,False,False,False,False,False
97.58,18.5,72.05,93.04,0.65,117415.58,64191.06,25833.6,2024-02-07,2024,2,7,2,6,0,False,False,False,True,False,False,False,False,True
97.7,18.18,72.05,93.11,1.06,125669.34,72332.58,30113.18,2024-02-08,2024,2,8,3,6,0,False,False,False,True,False,False,False,True,False
97.82,17.89,72.06,93.18,-0.83,129954.43,66172.74,28249.0,2024-02-09,2024,2,9,4,6,0,False,False,False,True,False,False,False,False,False
97.93,17.63,72.06,93.24,-0.15,144961.42,71852.34,42850.77,2024-02-10,2024,2,10,5,6,1,True,False,False,True,False,False,False,False,True
98.05,17.39,72.06,93.31,-0.17,148382.34,61491.71,35646.45,2024-02-11,2024,2,11,6,6,1,True,False,False,True,False,False,False,False,False
98.16,17.19,72.06,93.37,0.51,119152.9,64825.43,33313.49,2024-02-12,2024,2,12,0,7,0,True,False,False,True,False,False,False,True,False
98.27,17.01,72.07,93.44,0.71,123617.49,67157.6,30290.29,2024-02-13,2024,2,13,1,7,0,False,False,False,True,False,False,False,False,True
98.39,16.87,72.07,93.5,0.78,138457.28,56923.99,33361.33,2024-02-14,2024,2,14,2,7,0,False,False,False,True,False,False,False,True,False
98.5,16.770000000000003,72.07,93.56,0.39,156580.08,64431.16,32254.62,2024-02-15,2024,2,15,3,7,0,False,False,False,True,False,False,False,True,False
98.6,16.67,72.07,93.62,-0.59,133829.45,69869.67,33170.16,2024-02-16,2024,2,16,4,7,0,False,False,False,True,False,False,False,True,False
98.71,16.62,72.07,93.68,0.94,161023.48,63491.18,40688.37,2024-02-17,2024,2,17,5,7,1,False,False,False,True,False,False,False,True,False
98.81,16.61,72.08,93.73,1.21,136696.55,69547.46,37082.43,2024-02-18,2024,2,18,6,7,1,False,False,False,True,False,False,False,False,True
98.92,16.62,72.08,93.79,-0.29,112369.62,62267.94,29947.89,2024-02-19,2024,2,19,0,8,0,False,False,False,True,False,False,False,True,False
99.02,16.67,72.08,93.85,0.19,126379.27,65536.89,36124.69,2024-02-20,2024,2,20,1,8,0,True,False,False,True,False,False,False,True,False
99.12,16.75,72.08,93.9,0.31,126213.79,54172.08,29692.87,2024-02-21,2024,2,21,2,8,0,True,False,False,True,False,False,False,True,False
99.21,16.87,72.08,93.95,1.12,154886.39,65529.79,33584.74,2024-02-22,2024,2,22,3,8,0,False,False,False,True,False,False,False,False,False
99.31,17.01,72.09,94.01,1.17,122958.17,64121.57,34150.97,2024-02-23,2024,2,23,4,8,0,True,False,False,True,False,False,True,False,False
99.4,17.19,72.09,94.06,0.78,145380.13,62295.34,39909.85,2024-02-24,2024,2,24,5,8,1,False,False,False,True,False,False,False,False,False
99.5,17.39,72.09,94.11,0.03,139286.96,73747.42,30705.07,2024-02-25,2024,2,25,6,8,1,True,False,False,True,False,False,True,False,False
99.59,17.63,72.09,94.16,-0.41,104291.64,59347.05,25569.2,2024-02-26,2024,2,26,0,9,0,False,False,False,True,False,False,False,False,True
99.68,17.89,72.1,94.205,0.37,120677.82,54342.92,31723.03,2024-02-27,2024,2,27,1,9,0,False,False,False,True,False,False,False,False,True
99.76,18.18,72.1,94.25,0.25,135555.14,67621.99,37448.61,2024-02-28,2024,2,28,2,9,0,False,False,False,True,False,False,False,True,False
99.85,18.5,72.1,94.295,0.03,138292.37,55559.38,30277.69,2024-02-29,2024,2,29,3,9,0,True,False,False,True,False,False,False,True,False
99.93,18.845,72.1,94.34,0.62,64239.37,63765.01,33580.99,2024-03-01,2024,3,1,4,9,0,False,False,False,True,False,False,False,True,False
100.01,19.19,72.1,94.38,0.16,109174.725,65792.23,46932.65,2024-03-02,2024,3,2,5,9,1,False,True,False,True,False,False,False,False,True
100.09,19.57,72.11,94.42,0.51,154110.08,72355.55,39281.815,2024-03-03,2024,3,3,6,9,1,False,False,False,True,False,False,False,False,True
100.16,19.97,72.11,94.46,0.9,135329.82,54261.23,31630.98,2024-03-04,2024,3,4,0,10,0,False,True,False,True,False,False,False,False,True
100.24,20.38,72.11,94.5,-0.0,115131.58,49568.78,34460.21,2024-03-05,2024,3,5,1,10,0,False,False,False,True,False,False,True,False,False
100.31,20.81,72.11,94.54,0.65,147363.5,55641.99,29170.53,2024-03-06,2024,3,6,2,10,0,False,False,False,True,False,False,False,False,False
100.38,21.25,72.12,94.57,1.62,134990.19,62771.14,37485.99,2024-03-07,2024,3,7,3,10,0,False,False,False,True,False,False,False,False,True
100.45,21.71,72.12,94.6,0.1,141439.15,65518.65,37921.12,2024-03-08,2024,3,8,4,10,0,False,True,False,True,False,False,True,False,False
100.52,22.17,72.12,94.64,0.95,137570.5,71666.42,39919.32,2024-03-09,2024,3,9,5,10,1,False,True,False,True,False,False,False,False,True
100.58,22.63,72.12,94.67,0.26,168570.61,73055.77,39641.35,2024-03-10,2024,3,10,6,10,1,False,True,False,True,False,False,False,True,False
100.64,23.1,72.12,94.7,0.77,140256.02,63907.89,37324.37,2024-03-11,2024,3,11,0,11,0,False,True,False,True,False,False,True,False,False
100.7,23.57,72.13,94.73,-0.01,146358.18,58176.91,33161.95,2024-03-12,2024,3,12,1,11,0,False,True,False,True,False,False,True,False,False
100.76,24.04,72.13,94.76,0.43,118063.57,67848.35,31182.97,2024-03-13,2024,3,13,2,11,0,False,True,False,True,False,False,False,False,True
100.81,24.5,72.13,94.78,0.86,161650.33,57302.78,32826.01,2024-03-14,2024,3,14,3,11,0,False,False,False,True,False,False,False,True,False
100.87,24.96,72.13,94.81,0.11,150495.75,60192.8,37307.17,2024-03-15,2024,3,15,4,11,0,False,True,False,True,False,False,True,False,False
100.92,25.41,72.14,94.83,0.78,154901.09,76814.32,37290.54,2024-03-16,2024,3,16,5,11,1,False,True,False,True,False,False,False,True,False
100.97,25.85,72.14,94.85,0.83,152315.86,73512.27,43311.56,2024-03-17,2024,3,17,6,11,1,False,False,False,True,False,False,False,False,False
101.01,26.28,72.14,94.87,1.01,114147.71,53055.3,34877.77,2024-03-18,2024,3,18,0,12,0,False,True,False,True,False,False,False,False,False
101.06,26.7,72.14,94.89,-0.18,118192.22,61022.85,17567.36,2024-03-19,2024,3,19,1,12,0,False,False,False,True,False,False,False,True,False
101.1,27.09,72.14,94.91,0.14,125348.82,65802.18,27043.1,2024-03-20,2024,3,20,2,12,0,False,True,False,True,False,False,False,True,False
101.14,27.47,72.15,94.92,-0.07,139072.03,65717.47,28212.35,2024-03-21,2024,3,21,3,12,0,False,False,False,True,False,False,False,False,True
101.17,27.83,72.15,94.94,0.05,138799.11,68419.08,25830.92,2024-03-22,2024,3,22,4,12,0,False,True,False,True,False,False,False,False,True
101.21,28.17,72.15,94.95,0.74,134808.58,78110.63,48641.48,2024-03-23,2024,3,23,5,12,1,False,True,False,True,False,False,False,False,True
101.24,28.49,72.15,94.96,0.34,131801.235,74400.04,44486.4,2024-03-24,2024,3,24,6,12,1,False,False,False,True,False,False,False,True,False
101.27,28.77,72.15,94.97,0.01,128793.89,64686.75,36739.22,2024-03-25,2024,3,25,0,13,0,False,False,False,True,False,False,False,False,False
